name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
hanoi,2022-05-01,27,19.7,23.4,30.6,19.7,23.6,16.6,67.4,13.13,100,8.33,rain,0,0,59.4,35.3,143.2,1012.8,53.2,9.7,82.8,7.1,5,10,2022-05-01T05:26:24,2022-05-01T18:21:22,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-05-02,27.5,21,23.9,27.1,21,23.8,12.6,50.1,0,0,0,,0,0,34.9,18.5,169.8,1016,20.9,10,275.3,23.7,9,10,2022-05-02T05:25:47,2022-05-02T18:21:45,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-05-03,30,19.6,24.8,29.2,19.6,24.6,14.3,55.3,0,0,0,,0,0,29.5,17.6,212.8,1016.2,9.8,10.6,315,27.3,10,10,2022-05-03T05:25:10,2022-05-03T18:22:09,0.03,Clear,Clear conditions throughout the day.,clear-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-05-04,30.5,19,25,29.3,19,24.8,14.4,54.5,0,0,0,,0,0,35.3,16.6,99,1014.2,6.4,10.1,329.4,28.5,10,10,2022-05-04T05:24:34,2022-05-04T18:22:33,0.06,Clear,Clear conditions throughout the day.,clear-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-05-05,30.2,21,25.7,30.8,21,26,18.2,64.9,0,0,0,,0,0,31.7,16.6,94.5,1011.5,9.5,10.1,314.9,27.1,10,10,2022-05-05T05:24:00,2022-05-05T18:22:56,0.09,Clear,Clear conditions throughout the day.,clear-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-05-06,29.6,23,26,31.2,23,26.8,21,74.8,0,0,0,rain,0,0,28.1,9.4,104.5,1010.9,34.9,8.5,309.4,26.7,10,10,2022-05-06T05:23:26,2022-05-06T18:23:21,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-05-07,30.2,24,26.7,34.1,24,28.4,23.1,80.9,1.19,100,8.33,rain,0,0,34.9,19.4,136.3,1010.7,74.6,9,208.7,17.9,8,30,2022-05-07T05:22:53,2022-05-07T18:23:45,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-05-08,29.3,24,26.2,33.8,24,27.5,23.6,85.7,2.95,100,8.33,rain,0,0,36.7,25,116,1010.2,90,9.4,203.3,17.4,8,30,2022-05-08T05:22:21,2022-05-08T18:24:09,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-05-09,31,24,27.1,37.7,24,29.7,24,83.5,2.02,100,8.33,rain,0,0,41.8,22.3,132.2,1009,78.2,9.3,214.2,18.3,9,30,2022-05-09T05:21:50,2022-05-09T18:24:34,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-05-10,32.5,26,28.6,41.4,26,32.8,25.2,82.6,1.05,100,8.33,rain,0,0,32.4,21.4,143.9,1005.8,68.4,10.6,262.5,22.6,8,60,2022-05-10T05:21:20,2022-05-10T18:24:59,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-05-11,32.7,26,28.9,42.3,26,34,25.7,83.2,1.7,100,12.5,rain,0,0,27,15.7,95.9,1004,58.3,8.6,98,8.6,6,60,2022-05-11T05:20:51,2022-05-11T18:25:24,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-05-12,31,24,26.9,37.7,24,29.3,24.7,88.2,37.33,100,8.33,rain,0,0,27,18.4,79.6,1003.6,79.7,9.3,162,13.9,8,30,2022-05-12T05:20:23,2022-05-12T18:25:49,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-05-13,30.6,24.5,26.9,37,24.5,28.9,24,84.8,0.07,100,8.33,rain,0,0,42.5,20.5,67,1003.8,82.7,8.6,201.8,17.3,10,30,2022-05-13T05:19:56,2022-05-13T18:26:14,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-05-14,26,23,24.4,26,23,24.4,22.1,87,3.24,100,8.33,rain,0,0,24.1,13.9,76.4,1007.1,95.7,8.9,64,5.5,3,10,2022-05-14T05:19:30,2022-05-14T18:26:39,0.48,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-05-15,26.2,24,24.9,26.2,24,24.9,21.8,84,5.06,100,8.33,rain,0,0,52.6,17.5,110.4,1008.8,74.1,7.8,21.7,1.9,1,10,2022-05-15T05:19:05,2022-05-15T18:27:05,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-05-16,26.2,22,23.9,26.2,22,23.9,16.3,62.5,0.05,100,4.17,rain,0,0,33.8,15.7,119.2,1013.7,47.6,10.1,75.8,6.5,4,10,2022-05-16T05:18:41,2022-05-16T18:27:30,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-05-17,28.1,20.5,24.7,28.2,20.5,24.8,17.2,64.6,0,0,0,,0,0,22.3,16.6,180.6,1013.2,21.6,10.1,321.3,27.7,10,10,2022-05-17T05:18:18,2022-05-17T18:27:56,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-05-18,29.2,22,25.5,30.5,22,26,19.6,70.8,0.1,100,4.17,rain,0,0,33.1,20.3,113.6,1012.4,29.8,9.8,226.8,19.6,9,10,2022-05-18T05:17:57,2022-05-18T18:28:21,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-05-19,29,23,25.9,32,23,26.9,21.9,79.3,0.3,100,8.33,rain,0,0,28.1,15.7,117.6,1011,62.9,9,175.1,15,8,10,2022-05-19T05:17:36,2022-05-19T18:28:47,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-05-20,30,24,26.9,34.3,24,29.1,23.3,81.6,3.4,100,25,rain,0,0,22.3,13.9,108.1,1008.6,73.8,9,200.5,17.3,7,10,2022-05-20T05:17:16,2022-05-20T18:29:12,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-05-21,27.3,24,25.6,30,24,25.9,21.8,79.8,0.17,100,4.17,rain,0,0,33.5,17.5,66.1,1006,76.7,10,43.9,3.9,4,10,2022-05-21T05:16:58,2022-05-21T18:29:38,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-05-22,25.2,23,24.3,25.2,23,24.3,22.9,92,48.02,100,12.5,rain,0,0,108,19.4,148.6,1002,92.7,7.1,39.3,3.3,2,10,2022-05-22T05:16:40,2022-05-22T18:30:04,0.74,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-05-23,27,23,24.6,30.9,23,24.8,23.8,95.4,140.66,100,16.67,rain,0,0,30.2,19.4,197.5,1002.5,96.7,6.8,88.9,7.6,8,10,2022-05-23T05:16:24,2022-05-23T18:30:29,0.79,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-05-24,25.2,23,24,25.2,23,24,23.5,96.9,47.59,100,12.5,rain,0,0,29.5,15.7,279.3,1006.5,93.3,7.1,12.3,0.9,1,10,2022-05-24T05:16:08,2022-05-24T18:30:55,0.85,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-05-25,30.9,24,27.1,37.7,24,30.5,24.8,87.5,1.5,100,25,rain,0,0,29.2,15.7,173,1005.5,84.9,7.2,236.8,20.4,9,60,2022-05-25T05:15:54,2022-05-25T18:31:20,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-05-26,33.4,26,28.7,42.2,26,33.4,25.4,83,0.12,100,4.17,rain,0,0,27.4,16.6,91.6,1001.8,58,8.2,230.5,19.7,9,75,2022-05-26T05:15:41,2022-05-26T18:31:45,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-05-27,32.4,24.5,27.9,41.5,24.5,31.9,25.3,86.1,6.83,100,4.17,rain,0,0,33.5,23.2,90.2,1000.3,50.6,9.6,245.4,21.2,9,60,2022-05-27T05:15:29,2022-05-27T18:32:11,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-05-28,33,26,28.8,43.8,26,34.5,26.2,86.3,32.21,100,8.33,rain,0,0,30.2,22.3,94.8,1000.5,81.8,8.4,248.3,21.3,9,75,2022-05-28T05:15:18,2022-05-28T18:32:36,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-05-29,33.6,25.8,28.4,44,25.8,33.4,25.9,87.2,19.52,100,8.33,rain,0,0,32.8,23.2,114.9,1001.6,71.9,9,233.5,20.1,8,75,2022-05-29T05:15:08,2022-05-29T18:33:00,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-05-30,31.5,25.5,28.2,41.5,25.5,33.7,26,87.9,0.24,100,8.33,rain,0,0,26.6,17.7,120.8,1003,69.9,8.9,227.3,19.6,9,60,2022-05-30T05:14:59,2022-05-30T18:33:25,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-05-31,31.4,24,27.2,37.8,24,30.3,24.5,85.5,58.02,100,12.5,rain,0,0,21.6,16.6,168.1,1004.5,58.5,9.1,122.9,10.5,6,30,2022-05-31T05:14:52,2022-05-31T18:33:49,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-06-01,33.8,25.5,28.8,42.8,25.5,32.9,25.4,83,24.4,100,4.17,rain,0,0,33.8,26.8,117.2,1003.8,60.4,8.5,272.1,23.7,9,75,2022-06-01T05:14:45,2022-06-01T18:34:14,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-06-02,34,26,29.9,42.2,26,36.4,25.9,80.4,3.9,100,4.17,rain,0,0,33.8,15.7,108.1,1002.1,43.7,8.6,246.9,21.4,9,60,2022-06-02T05:14:39,2022-06-02T18:34:37,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-06-03,36.7,26,30.9,44.7,26,36.5,24.9,72.6,0.41,100,4.17,rain,0,0,18.7,16.6,156.8,1000.5,24,10,116.5,10.2,7,30,2022-06-03T05:14:35,2022-06-03T18:35:01,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-06-04,37.9,27,32.3,45.4,30.6,39.5,25.2,68.1,0,0,0,,0,0,27.4,16.6,150.8,1000.1,14.2,10.5,289.8,25,9,60,2022-06-04T05:14:32,2022-06-04T18:35:24,0.11,Clear,Clear conditions throughout the day.,clear-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-06-05,35.5,27,30.9,43.8,31.2,39,26.3,77.6,0,0,0,,0,0,24.1,15.7,95.8,1000.2,20,10.9,126.5,11,5,30,2022-06-05T05:14:29,2022-06-05T18:35:47,0.14,Clear,Partly cloudy throughout the day.,clear-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-06-06,31,25,28.2,36.8,25,32.7,25.2,84.2,4.88,100,4.17,rain,0,0,25.2,15.7,228.3,1002.4,49.7,10.4,85.9,7.4,4,30,2022-06-06T05:14:28,2022-06-06T18:36:09,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-06-07,31.7,24.7,28.2,38.5,24.7,32.3,24.9,82.6,6.78,100,12.5,rain,0,0,23,13.9,229.8,1003.6,60.4,9.8,262.8,22.6,9,30,2022-06-07T05:14:27,2022-06-07T18:36:32,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-06-08,31.9,25.5,27.8,39.8,25.5,31.6,25.2,86.6,6.83,100,4.17,rain,0,0,17.3,11.2,104.5,1003.1,63.2,8.1,237.9,20.5,9,60,2022-06-08T05:14:28,2022-06-08T18:36:53,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-06-09,32.5,25.7,29,40.7,25.7,34,25.5,82.1,0.05,100,4.17,rain,0,0,19.4,12.1,127.7,1002.6,49.7,8.1,263,22.6,10,60,2022-06-09T05:14:30,2022-06-09T18:37:14,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-06-10,34.3,27,29.9,43.8,30.9,37.3,26.3,81.9,9,100,25,rain,0,0,13,13,83,1001.1,36,8.5,193.3,16.6,9,75,2022-06-10T05:14:32,2022-06-10T18:37:35,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-06-11,30.9,26,28.1,38,26,33,25.8,87.4,0.49,100,8.33,rain,0,0,9,12.1,111.1,1003.2,50.2,9,47,4,2,30,2022-06-11T05:14:36,2022-06-11T18:37:55,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-06-12,34.9,28,30.9,42.8,33.6,38.6,26.1,77.3,0.1,100,4.17,rain,0,0,15.8,13.9,169.5,1003.5,54.5,7.6,241,21.1,8,60,2022-06-12T05:14:41,2022-06-12T18:38:14,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-06-13,35.5,25.8,30.9,45.3,25.8,37.7,25.7,75.4,0.17,100,4.17,rain,0,0,35.3,23.2,150.7,1003.1,31.2,9.3,280.8,24.3,9,60,2022-06-13T05:14:46,2022-06-13T18:38:33,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-06-14,30.9,25,27.5,36.8,25,30.4,24.8,85.8,56.07,100,12.5,rain,0,0,19.8,16.6,223.5,1006.9,67.7,9.9,39.3,3.3,1,10,2022-06-14T05:14:52,2022-06-14T18:38:52,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-06-15,31,25.8,28.3,37.1,25.8,31.8,24.6,81.2,19.76,100,8.33,rain,0,0,14,13,210.5,1007.6,84.6,10,126.3,10.8,6,30,2022-06-15T05:15:00,2022-06-15T18:39:09,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-06-16,34.7,25.5,30,43.4,25.5,35.4,25.1,76.5,1,100,4.17,rain,0,0,23,13,140.1,1005.5,45.9,9.7,250.4,21.7,10,60,2022-06-16T05:15:08,2022-06-16T18:39:27,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-06-17,35,26,31.4,41.9,26,36.8,24.3,67.4,0.29,100,4.17,rain,0,0,49.7,14.8,166.2,1002.7,20.7,10,291.8,25.3,10,60,2022-06-17T05:15:17,2022-06-17T18:39:43,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-06-18,36.5,27.5,32.4,43.2,32.4,37.9,23.8,62.8,0,0,0,,0,0,37.1,19.4,197.2,1000.3,20.5,11.2,205.8,18.1,9,60,2022-06-18T05:15:27,2022-06-18T18:39:59,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-06-19,38.2,28,33.7,44.5,33.1,40.1,24,59.1,0,0,0,,0,0,34.6,15.7,189.8,999.2,19.4,11.4,289.3,25.1,10,60,2022-06-19T05:15:38,2022-06-19T18:40:13,0.67,Clear,Clear conditions throughout the day.,clear-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-06-20,37.5,29,33.6,44.8,35.1,40.6,24.4,59.9,0,0,0,,0,0,30.6,15.7,185.1,998.3,20.3,10.6,298.4,25.8,9,60,2022-06-20T05:15:49,2022-06-20T18:40:28,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-06-21,38.5,28.5,33.3,47.2,34.6,41.1,25.3,65,0,0,0,,0,0,38.5,22.3,136.8,998.9,26.3,11.4,302.8,26.2,10,60,2022-06-21T05:16:02,2022-06-21T18:40:41,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-06-22,36,27,31.6,45.8,29.6,39.7,25.8,72.1,0.5,100,8.33,rain,0,0,36.4,25.9,110.3,1003.9,33.2,11.2,256.1,22.3,9,60,2022-06-22T05:16:15,2022-06-22T18:40:54,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-06-23,32.5,24,28,41.4,24,32.1,25,84.1,2.93,100,4.17,rain,0,0,36,15.7,127.2,1007.3,67.5,9.9,257.5,22.3,8,75,2022-06-23T05:16:28,2022-06-23T18:41:05,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-06-24,34,27,30.3,41.3,30.6,36.3,25.1,75,0.9,100,20.83,rain,0,0,31,20.3,128.5,1006.6,32.7,10.4,265,22.9,9,30,2022-06-24T05:16:43,2022-06-24T18:41:16,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-06-25,34.6,26.5,30.7,40.6,26.5,35.9,24.4,70.5,0.4,100,12.5,rain,0,0,36.4,19.4,134.5,1005.2,26.7,11,213.3,18.6,7,60,2022-06-25T05:16:58,2022-06-25T18:41:26,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-06-26,34.4,27,30.3,42.4,30.6,36.8,25.4,76.3,0.98,100,4.17,rain,0,0,38.9,21.4,127.4,1006,49.4,10.9,295,25.7,9,30,2022-06-26T05:17:14,2022-06-26T18:41:35,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-06-27,37.3,28,32,44.6,33.6,39.5,25.5,70.9,0.1,100,4.17,rain,0,0,39.6,21.4,153.4,1004.2,24.7,11.6,308.7,27,10,60,2022-06-27T05:17:30,2022-06-27T18:41:44,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-06-28,36.8,28,32.3,45.6,34.5,40.4,25.7,70.3,0,0,0,,0,0,34.6,19.4,150.1,1001.5,23.8,11.5,269.1,23.4,9,75,2022-06-28T05:17:48,2022-06-28T18:41:51,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-06-29,33.4,28.5,30.6,42.4,32.8,37.8,25.6,75.5,0.32,100,4.17,rain,0,0,25.2,13.9,144.3,1000.4,37.9,10.8,209.4,18.1,7,60,2022-06-29T05:18:05,2022-06-29T18:41:57,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-06-30,32,23.5,28.3,40.7,23.5,32.9,25.2,83.7,50.57,100,8.33,rain,0,0,11.2,14.3,187.4,1001.4,61.9,9.4,208.7,17.9,9,30,2022-06-30T05:18:23,2022-06-30T18:42:02,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
hanoi,2022-07-01,33,27,28.9,41.3,30.1,34.4,25.2,80.7,0.5,100,12.5,rain,0,0,15.5,16.6,260.2,1000.9,42.3,9.6,273.5,23.7,9,60,2022-07-01T05:18:42,2022-07-01T18:42:07,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
